Source data:
n_boxes: 6, m: 5, d: 4, nExp: 10000
# 8473, Balls: Black, Black, Red, Red
# 8474, Balls: Green, Blue, Green, Red
# 8475, Balls: Black, White, Blue, Blue
# 8476, Balls: White, Blue, Green, Blue
# 8477, Balls: Blue, Black, Red, White
# 8478, Balls: Red, Green, Blue, Blue
# 8479, Balls: Black, White, Red, Red
# 8480, Balls: Green, Green, Green, Black
# 8481, Balls: Black, Blue, Black, Blue
# 8482, Balls: Black, Green, Blue, Black
# 8483, Balls: Green, Red, Blue, White
# 8484, Balls: Black, Green, Blue, Black
# 8485, Balls: Red, Blue, Black, Black
# 8486, Balls: Red, Red, Black, Green
# 8487, Balls: Green, Blue, Green, Red
# 8488, Balls: Blue, Green, Black, Blue
# 8489, Balls: Red, Red, Black, White
# 8490, Balls: White, White, Black, Blue
# 8491, Balls: Blue, Black, Green, Green
# 8492, Balls: Black, Red, Green, Black
# 8493, Balls: Blue, Green, Blue, White
# 8494, Balls: Black, Blue, Black, Black
# 8495, Balls: White, White, Black, Blue
# 8496, Balls: Blue, White, Black, Blue
# 8497, Balls: Red, Black, Blue, Blue
# 8498, Balls: Black, Green, Red, Red
# 8499, Balls: White, Blue, Blue, White
# 8500, Balls: Black, Black, Blue, Black
# 8501, Balls: Green, Black, White, Black
# 8502, Balls: Red, White, White, White
# 8503, Balls: Red, Red, Blue, Green
# 8504, Balls: White, Red, Blue, Green
# 8505, Balls: Green, White, Blue, Red
# 8506, Balls: Blue, Blue, Black, Blue
# 8507, Balls: Black, White, Green, White
# 8508, Balls: Green, Black, Green, Black
# 8509, Balls: Black, Blue, Green, Red
# 8510, Balls: Red, White, Blue, Blue
# 8511, Balls: Blue, White, White, Red
# 8512, Balls: Blue, Black, Red, Black
# 8513, Balls: White, Blue, Blue, Blue
# 8514, Balls: Red, White, Blue, White
# 8515, Balls: Red, Green, Red, Red
# 8516, Balls: Black, White, Red, Red
# 8517, Balls: White, White, Blue, Green
# 8518, Balls: Blue, Green, Blue, Blue
# 8519, Balls: Blue, White, Red, Blue
# 8520, Balls: White, Blue, Green, Green
# 8521, Balls: Green, White, Blue, Blue
# 8522, Balls: Red, Black, Black, Blue
# 8523, Balls: Blue, Green, Black, Black
# 8524, Balls: Black, Green, Blue, Red
# 8525, Balls: Blue, Blue, Blue, Blue
# 8526, Balls: Black, Blue, Green, White
# 8527, Balls: Red, Black, Red, Blue
# 8528, Balls: White, Black, Green, Black
# 8529, Balls: Black, Green, Blue, White
# 8530, Balls: Black, Black, Green, Black
# 8531, Balls: Blue, Black, Blue, Black
# 8532, Balls: Green, White, Green, Black
# 8533, Balls: Blue, Green, Green, White
# 8534, Balls: White, White, Blue, White
# 8535, Balls: Blue, Blue, White, Black
# 8536, Balls: Green, Green, Blue, Blue
# 8537, Balls: Green, Blue, Green, Black
# 8538, Balls: Blue, Blue, Black, White
# 8539, Balls: Black, Red, Red, Black
# 8540, Balls: Green, Red, Black, Black
# 8541, Balls: Black, White, White, Blue
# 8542, Balls: Black, Blue, Black, Red
# 8543, Balls: White, Blue, Black, Green
# 8544, Balls: Blue, White, Blue, Black
# 8545, Balls: Blue, Black, Green, Green
# 8546, Balls: Black, Green, Black, Red
# 8547, Balls: Blue, Blue, Green, Blue
# 8548, Balls: White, Green, Red, Green
# 8549, Balls: Blue, Blue, Black, White
# 8550, Balls: Green, White, Blue, White
# 8551, Balls: Blue, Red, Blue, Red
# 8552, Balls: White, Black, Black, Red
# 8553, Balls: Green, Black, Blue, Blue
# 8554, Balls: Red, Black, Black, Green
# 8555, Balls: Blue, Black, Red, Black
# 8556, Balls: White, White, White, White
# 8557, Balls: Red, Blue, Red, Blue
# 8558, Balls: Black, Red, Green, Red
# 8559, Balls: White, White, White, White
# 8560, Balls: Blue, Black, Black, Blue
# 8561, Balls: Black, Black, Black, Green
# 8562, Balls: Blue, Black, White, White
# 8563, Balls: Blue, Red, Green, Blue
# 8564, Balls: Red, White, White, White
# 8565, Balls: Green, White, Black, Blue
# 8566, Balls: Black, Green, Red, White
# 8567, Balls: White, Black, Green, Black
# 8568, Balls: Blue, Green, White, White
# 8569, Balls: Black, Blue, Red, Red
# 8570, Balls: Black, Black, Black, Red
# 8571, Balls: Green, Blue, Red, Blue
# 8572, Balls: Black, Green, Black, Red
# 8573, Balls: Black, Blue, Blue, Green
# 8574, Balls: Blue, Black, White, Green
# 8575, Balls: Blue, Blue, Green, Red
# 8576, Balls: Black, Black, Green, Green
# 8577, Balls: White, White, Blue, Black
# 8578, Balls: Green, Green, Black, Green
# 8579, Balls: Green, Black, Green, Green
# 8580, Balls: White, Black, Blue, Black
# 8581, Balls: Red, Blue, Red, Red
# 8582, Balls: Red, Black, Blue, Black
# 8583, Balls: Blue, Blue, Blue, Red
# 8584, Balls: Green, Black, Black, Black
# 8585, Balls: Blue, Blue, Green, White
# 8586, Balls: White, Black, Blue, White
# 8587, Balls: Green, Black, Red, Black
# 8588, Balls: White, Blue, White, Black
# 8589, Balls: White, Black, Blue, Green
# 8590, Balls: Black, Black, Blue, Blue
# 8591, Balls: Black, White, Black, Blue
# 8592, Balls: Black, Red, White, White
# 8593, Balls: Black, Green, Blue, Black
# 8594, Balls: White, Red, Green, Red
# 8595, Balls: White, Green, Red, Green
# 8596, Balls: Green, Black, Blue, Blue
# 8597, Balls: Green, Green, Black, Black
# 8598, Balls: Black, Blue, Green, Blue
# 8599, Balls: Black, Black, Blue, Red
# 8600, Balls: Black, Black, Green, Black
# 8601, Balls: Black, White, White, Red
# 8602, Balls: Black, Green, Blue, Blue
# 8603, Balls: Black, Green, Blue, Red
# 8604, Balls: Green, White, Red, Red
# 8605, Balls: Blue, Blue, Black, Red
# 8606, Balls: White, Green, Black, Green
# 8607, Balls: Black, Blue, Blue, Black
# 8608, Balls: Green, Black, Blue, Green
# 8609, Balls: Green, Black, Blue, Green
# 8610, Balls: White, Blue, Black, Blue
# 8611, Balls: White, Red, Red, Red
# 8612, Balls: Green, Green, Black, Red
# 8613, Balls: White, Green, Green, Red
# 8614, Balls: Green, Blue, Black, Blue
# 8615, Balls: White, Black, Blue, Black
# 8616, Balls: Blue, White, Blue, White
# 8617, Balls: White, Red, Red, White
# 8618, Balls: Black, Green, Black, White
# 8619, Balls: Blue, Green, Green, Blue
# 8620, Balls: Blue, Green, Green, Green
# 8621, Balls: Blue, Black, Black, White
# 8622, Balls: Blue, Blue, Blue, White
# 8623, Balls: Blue, Red, Red, Black
# 8624, Balls: White, Blue, Red, White
# 8625, Balls: Black, Blue, Blue, Blue
# 8626, Balls: Green, Green, Blue, Blue
# 8627, Balls: Green, Black, Blue, Black
# 8628, Balls: Blue, Green, Black, Green
# 8629, Balls: Red, Red, Red, Black
# 8630, Balls: Blue, Green, Black, Green
# 8631, Balls: Blue, White, Red, Green
# 8632, Balls: Green, Blue, Blue, Green
# 8633, Balls: White, Black, Black, Black
# 8634, Balls: Black, White, Green, Blue
# 8635, Balls: Green, Red, Red, White
# 8636, Balls: Green, White, Green, Black
# 8637, Balls: Blue, Green, Black, Blue
# 8638, Balls: Blue, Black, Blue, Green
# 8639, Balls: Blue, Black, Green, Blue
# 8640, Balls: White, Blue, White, Black
# 8641, Balls: Red, Red, Black, Red
# 8642, Balls: White, Black, Black, Green
# 8643, Balls: Green, Blue, Blue, Black
# 8644, Balls: Green, Black, Blue, White
# 8645, Balls: White, White, Green, Green
# 8646, Balls: Green, Black, White, Blue
# 8647, Balls: Blue, Red, Red, Black
# 8648, Balls: White, Green, Red, Black
# 8649, Balls: Black, Red, White, Green
# 8650, Balls: White, Black, Blue, Black
# 8651, Balls: Red, White, Blue, Black
# 8652, Balls: White, Green, Black, Red
# 8653, Balls: Red, Black, Black, Red
# 8654, Balls: Green, Green, Black, Black
# 8655, Balls: Green, Green, Green, White
# 8656, Balls: Blue, Black, Red, Green
# 8657, Balls: Black, Black, White, White
# 8658, Balls: White, White, Blue, White
# 8659, Balls: White, Red, Green, Red
# 8660, Balls: Blue, White, Green, Red
# 8661, Balls: Blue, Black, Black, White
# 8662, Balls: Black, Blue, Black, Black
# 8663, Balls: Black, Green, Black, White
# 8664, Balls: Blue, Blue, Green, Black
# 8665, Balls: Black, White, Red, Green
# 8666, Balls: Green, Black, Red, Black
# 8667, Balls: Blue, Blue, White, Black
# 8668, Balls: Green, Green, Green, Black
# 8669, Balls: Black, Blue, White, Green
# 8670, Balls: White, White, White, Blue
# 8671, Balls: Black, White, Black, Black
# 8672, Balls: Green, Green, Black, Green
# 8673, Balls: Blue, Black, White, White
# 8674, Balls: Green, Black, Black, Green
# 8675, Balls: Black, Blue, Black, White
# 8676, Balls: Black, Blue, White, White
# 8677, Balls: Green, Black, Red, Black
# 8678, Balls: White, Black, Green, Black
# 8679, Balls: Green, Blue, Black, Blue
# 8680, Balls: Black, Black, Red, Black
# 8681, Balls: Blue, White, Black, Black
# 8682, Balls: White, Blue, Blue, Blue
# 8683, Balls: Red, White, Green, Red
# 8684, Balls: Green, Green, Red, Red
# 8685, Balls: Green, Black, White, Blue
# 8686, Balls: Blue, Green, Black, Green
# 8687, Balls: Green, Blue, Green, Black
# 8688, Balls: Black, Green, White, Blue
# 8689, Balls: Red, Red, Blue, Blue
# 8690, Balls: Green, White, Red, Red
# 8691, Balls: Black, Blue, Blue, Green
# 8692, Balls: Green, Black, Green, Green
# 8693, Balls: White, Green, Black, Green
# 8694, Balls: Black, Blue, Black, White
# 8695, Balls: Black, Green, Blue, Blue
# 8696, Balls: Black, Blue, Black, Blue
# 8697, Balls: Blue, Green, Blue, Blue
# 8698, Balls: Green, Red, Green, Black
# 8699, Balls: White, Green, White, Green
# 8700, Balls: White, Black, Blue, Blue
# 8701, Balls: Black, Blue, Black, Red
# 8702, Balls: Green, Red, Blue, White
# 8703, Balls: Green, Green, Blue, Green
# 8704, Balls: Blue, Black, Blue, Blue
# 8705, Balls: White, Red, Black, Blue
# 8706, Balls: Blue, Blue, White, Red
# 8707, Balls: Red, Red, Red, Red
# 8708, Balls: Red, Black, Green, Red
# 8709, Balls: Black, White, Blue, Blue
# 8710, Balls: Blue, Black, Green, Green
# 8711, Balls: Green, White, Red, Black
# 8712, Balls: White, Blue, White, Blue
# 8713, Balls: Blue, Red, Blue, Red
# 8714, Balls: Green, Blue, Black, Green
# 8715, Balls: White, Blue, Blue, Green
# 8716, Balls: Blue, Black, Green, Black
# 8717, Balls: White, White, Blue, Blue
# 8718, Balls: Blue, White, White, White
# 8719, Balls: Red, Blue, Blue, Red
# 8720, Balls: Green, Blue, Green, Black
# 8721, Balls: Blue, Blue, Blue, Blue
# 8722, Balls: Blue, Green, Blue, Blue
# 8723, Balls: Black, White, Black, Black
# 8724, Balls: Black, Blue, Green, Blue
# 8725, Balls: Blue, Blue, Blue, Red
# 8726, Balls: Blue, Black, Blue, Red
# 8727, Balls: Black, White, White, Red
# 8728, Balls: Blue, Green, Black, Green
# 8729, Balls: Green, Green, Black, White
# 8730, Balls: Black, White, White, White
# 8731, Balls: Red, Blue, Blue, Red
# 8732, Balls: Black, Blue, Blue, Red
# 8733, Balls: White, Green, Red, Green
# 8734, Balls: Black, Black, Black, Blue
# 8735, Balls: White, Green, White, Green
# 8736, Balls: Blue, White, Blue, Green
# 8737, Balls: Blue, Red, Green, Red
# 8738, Balls: Green, Black, Green, Black
# 8739, Balls: Blue, Black, Black, White
# 8740, Balls: Black, Blue, Black, Blue
# 8741, Balls: Black, Black, Black, Black
# 8742, Balls: Blue, White, Green, Blue
# 8743, Balls: Red, Blue, Blue, Red
# 8744, Balls: Black, Black, Black, Red
# 8745, Balls: Black, Red, White, Black
# 8746, Balls: Green, Green, Black, Black
# 8747, Balls: White, Green, White, Green
# 8748, Balls: Red, White, White, Blue
# 8749, Balls: Red, Black, Red, Blue
# 8750, Balls: Red, Green, Black, White
# 8751, Balls: White, Blue, Green, White
# 8752, Balls: Black, Black, Red, White
# 8753, Balls: Black, Green, Blue, Black
# 8754, Balls: White, Blue, Blue, Black
# 8755, Balls: Black, Blue, Blue, Blue
# 8756, Balls: Red, Red, Black, Red
# 8757, Balls: White, Blue, White, Blue
# 8758, Balls: Red, White, Black, Black
# 8759, Balls: Green, Green, Blue, Green
# 8760, Balls: Red, Black, Blue, Black
# 8761, Balls: Blue, White, Blue, Red
# 8762, Balls: Blue, Green, Black, White
# 8763, Balls: White, Blue, White, White
# 8764, Balls: Black, White, Green, White
# 8765, Balls: Green, Blue, Green, Blue
# 8766, Balls: White, White, White, White
# 8767, Balls: Red, Red, Green, Red
# 8768, Balls: Green, Green, Black, Green
# 8769, Balls: Blue, Green, Black, Blue
# 8770, Balls: Blue, Blue, Green, Green
# 8771, Balls: Green, Green, White, White
# 8772, Balls: Red, Blue, Black, Green
# 8773, Balls: Blue, Black, Red, Red
# 8774, Balls: Green, Green, Green, Green
# 8775, Balls: Black, Blue, Blue, Black
# 8776, Balls: Green, White, Black, Blue
# 8777, Balls: Black, Black, White, Blue
# 8778, Balls: White, White, Blue, White
# 8779, Balls: Blue, Black, Black, Blue
# 8780, Balls: Blue, Black, White, Blue
# 8781, Balls: Blue, Red, White, White
# 8782, Balls: Blue, Green, Red, Black
# 8783, Balls: Red, Green, White, Blue
# 8784, Balls: Black, White, Blue, Black
# 8785, Balls: Green, Green, Blue, Blue
# 8786, Balls: Green, Black, Red, White
# 8787, Balls: Green, Black, White, Blue
# 8788, Balls: Green, Blue, Green, Green
# 8789, Balls: White, White, Black, White
# 8790, Balls: White, Blue, Blue, Black
# 8791, Balls: Black, Red, Blue, Green
# 8792, Balls: Blue, Black, Green, Red
# 8793, Balls: Green, White, Blue, Red
# 8794, Balls: Green, Blue, Green, Black
# 8795, Balls: Red, Red, Green, Black
# 8796, Balls: Black, White, Blue, Red
# 8797, Balls: Black, Blue, Black, Blue
# 8798, Balls: White, Red, Black, Black
# 8799, Balls: White, Black, Green, White
# 8800, Balls: Green, Green, Black, Blue
# 8801, Balls: White, Green, Blue, Green
# 8802, Balls: White, Black, Blue, White
# 8803, Balls: Red, Red, Blue, Black
# 8804, Balls: Green, White, White, Red
# 8805, Balls: Green, Green, Green, Blue
# 8806, Balls: Green, Green, Black, Green
# 8807, Balls: Green, Red, Green, Black
# 8808, Balls: White, White, Green, Blue
# 8809, Balls: Red, Blue, Blue, Black
# 8810, Balls: Black, Blue, Green, Black
# 8811, Balls: Green, Black, Green, Blue
# 8812, Balls: Blue, Black, Blue, Blue
# 8813, Balls: Black, White, Green, Green
# 8814, Balls: White, White, Green, Blue
# 8815, Balls: Red, Black, Blue, Green
# 8816, Balls: Black, White, Black, White
# 8817, Balls: Blue, Red, Green, White
# 8818, Balls: Black, Blue, Blue, Black
# 8819, Balls: Black, Green, Black, Black
# 8820, Balls: White, White, Green, White
# 8821, Balls: Black, Blue, Red, Red
# 8822, Balls: White, Green, White, Green
# 8823, Balls: Red, Blue, Blue, Green
# 8824, Balls: Black, Blue, Green, Blue
# 8825, Balls: White, Green, Black, Red
# 8826, Balls: Green, Blue, White, Green
# 8827, Balls: Black, Red, Red, Black
# 8828, Balls: Green, Red, Green, Blue
# 8829, Balls: Green, Blue, Green, White
# 8830, Balls: Green, Black, Black, Green
# 8831, Balls: Green, Black, White, Black
# 8832, Balls: Green, Black, White, Blue
# 8833, Balls: Red, Green, Green, Green
# 8834, Balls: Green, Black, Black, Green
# 8835, Balls: Black, Red, Green, Blue
# 8836, Balls: Blue, Blue, Black, Blue
# 8837, Balls: Black, Black, White, Green
# 8838, Balls: White, White, Blue, White
# 8839, Balls: Blue, Blue, Blue, Red
# 8840, Balls: Black, Black, Black, Green
# 8841, Balls: Blue, Blue, Blue, Green
# 8842, Balls: Black, Green, Blue, Blue
# 8843, Balls: Green, Black, Green, Blue
# 8844, Balls: White, Blue, Black, Black
# 8845, Balls: Blue, Black, Black, Green
# 8846, Balls: Blue, Red, Black, Green
# 8847, Balls: White, Red, Blue, Blue
# 8848, Balls: Blue, Black, White, Blue
# 8849, Balls: Black, Black, Blue, Blue
# 8850, Balls: Black, White, White, White
# 8851, Balls: Black, Red, Blue, Red
# 8852, Balls: Black, Blue, Black, Black
# 8853, Balls: Blue, Blue, White, Blue
# 8854, Balls: Black, Black, Blue, Green
# 8855, Balls: White, Blue, Black, Blue
# 8856, Balls: Blue, White, Blue, Black
# 8857, Balls: Black, Black, Green, Green
# 8858, Balls: Green, Black, Black, Black
# 8859, Balls: Blue, Green, White, Blue
# 8860, Balls: Green, Blue, Blue, Black
# 8861, Balls: Black, White, Red, Green
# 8862, Balls: Blue, Black, Blue, Blue
# 8863, Balls: Green, Green, Blue, Red
# 8864, Balls: Black, White, Black, Black
# 8865, Balls: Green, Red, Black, Blue
# 8866, Balls: Black, Blue, Blue, Green
# 8867, Balls: Green, Red, Blue, Green
# 8868, Balls: White, Green, Blue, Blue
# 8869, Balls: Black, Green, Red, Green
# 8870, Balls: Black, Green, Blue, Green
# 8871, Balls: White, Blue, White, Green
# 8872, Balls: Black, Green, Blue, Black
# 8873, Balls: White, White, Black, Black
# 8874, Balls: Red, Red, White, Red
# 8875, Balls: Red, White, Red, Green
# 8876, Balls: Black, White, White, Green
# 8877, Balls: White, Blue, Green, Blue
# 8878, Balls: Green, Black, Black, Black
# 8879, Balls: Black, Black, Blue, Black
# 8880, Balls: Blue, Blue, Blue, Green
# 8881, Balls: Blue, Red, Blue, Red
# 8882, Balls: Green, Black, Black, Blue
# 8883, Balls: White, Black, Blue, White
# 8884, Balls: Red, Blue, Green, Black
# 8885, Balls: Blue, Black, Blue, Blue
# 8886, Balls: White, White, Red, Green
# 8887, Balls: Red, Blue, Red, Blue
# 8888, Balls: Green, Blue, Black, Red
# 8889, Balls: Black, Green, Blue, White
# 8890, Balls: Blue, Green, Green, Blue
# 8891, Balls: White, Blue, Blue, Red
# 8892, Balls: White, White, Blue, Black
# 8893, Balls: Black, Red, Red, Green
# 8894, Balls: Green, Red, Red, Black
# 8895, Balls: White, Blue, Blue, Black
# 8896, Balls: Red, Green, Black, Green
# 8897, Balls: Green, White, Black, White
# 8898, Balls: Blue, Blue, White, Green
# 8899, Balls: Green, Green, Red, Black
# 8900, Balls: Green, Green, Red, Black
# 8901, Balls: White, Green, White, White
# 8902, Balls: Red, White, Red, Black
# 8903, Balls: Blue, Black, Green, Green
# 8904, Balls: Black, Red, Blue, White
# 8905, Balls: Red, Red, Blue, Red
# 8906, Balls: Green, Black, Green, Red
# 8907, Balls: Black, Blue, Blue, Blue
# 8908, Balls: Blue, Red, Black, Blue
# 8909, Balls: Black, White, Green, Green
# 8910, Balls: White, Blue, Black, Black
# 8911, Balls: Red, Blue, Black, Blue
# 8912, Balls: White, Green, White, Green
# 8913, Balls: Red, White, Black, Red
# 8914, Balls: Blue, Green, Blue, Blue
# 8915, Balls: Blue, Black, Blue, Green
# 8916, Balls: Blue, Black, Blue, White
# 8917, Balls: Blue, Red, Red, Red
# 8918, Balls: Red, White, Black, Red
# 8919, Balls: White, White, White, Blue
# 8920, Balls: Blue, Green, Black, Blue
# 8921, Balls: Black, Black, Blue, Black
# 8922, Balls: White, Black, Black, White
# 8923, Balls: Red, Blue, Black, Red
# 8924, Balls: Red, Red, White, Black
# 8925, Balls: Green, White, Blue, Black
# 8926, Balls: Green, Blue, Green, Blue
# 8927, Balls: White, Red, Blue, Black
# 8928, Balls: Green, Red, Red, Blue
# 8929, Balls: Red, Red, Green, White
# 8930, Balls: Black, Green, White, White
# 8931, Balls: Green, White, Green, Blue
# 8932, Balls: Green, Blue, Blue, Blue
# 8933, Balls: White, Green, Blue, Blue
# 8934, Balls: Green, Blue, Blue, Green
# 8935, Balls: Red, Red, Black, Red
# 8936, Balls: Green, Red, Black, Blue
# 8937, Balls: Black, Black, Black, Red
# 8938, Balls: Green, Green, Blue, Black
# 8939, Balls: White, Black, Green, Black
# 8940, Balls: White, White, Black, Blue
# 8941, Balls: Blue, Black, Red, Blue
# 8942, Balls: Green, Red, Blue, Green
# 8943, Balls: Black, White, Green, Green
# 8944, Balls: Black, Red, White, Black
# 8945, Balls: Black, Green, Red, Green
# 8946, Balls: White, Green, Red, Green
# 8947, Balls: Red, Red, Green, Red
